date,description,amount,mode,bank,type,gst
2025-04-20,Mutual Fund Investment,43622.95,Credit Card,Kotak,expense,1784.52
2025-01-03,Netflix Subscription,17657.2,Credit Card,Axis,expense,408.13
2025-08-29,Consulting Payment,34290.37,UPI,ICICI,income,1224.47
2024-04-25,Restaurant Payment,45969.55,Auto Debit,SBI,expense,2738.4
2024-03-27,Freelance Payment,33437.73,Auto Debit,HDFC,income,1048.39
2024-07-24,Freelance Payment,89799.33,NetBanking,HDFC,income,8726.49
2024-03-26,Gym Membership,47517.17,Auto Debit,Kotak,expense,2734.04
2024-09-18,Restaurant Payment,63229.21,UPI,Axis,expense,4930.67
2024-10-08,Amazon Purchase,39463.18,UPI,ICICI,expense,3435.29
2025-04-17,Grocery Shopping,14350.55,NetBanking,Kotak,expense,714.15
2024-12-03,Mutual Fund Investment,12063.06,UPI,SBI,expense,2122.19
2024-12-12,Movie Ticket,60920.51,Debit Card,ICICI,expense,3205.66
2024-02-07,Consulting Payment,11083.67,Credit Card,HDFC,income,1039.43
2024-07-19,Netflix Subscription,9761.79,UPI,SBI,expense,333.76
2024-01-07,Amazon Purchase,91562.65,Credit Card,HDFC,expense,9317.32
2024-04-10,Interest Credited,37072.64,NetBanking,HDFC,income,4359.39
2025-05-06,Fuel Payment,87455.69,Debit Card,HDFC,expense,6285.57
2024-06-30,Hotel Booking,41008.2,Debit Card,ICICI,expense,1157.41
2025-03-03,Netflix Subscription,62345.62,Auto Debit,Kotak,expense,5953.27
2024-09-18,Netflix Subscription,85418.8,NetBanking,SBI,expense,7159.68
2024-09-26,Salary Credited,43175.5,Debit Card,Axis,income,3371.54
2024-04-24,Hospital Payment,99373.83,UPI,Kotak,expense,5386.09
2024-10-18,Mutual Fund Investment,42693.62,NetBanking,Kotak,expense,7490.64
2025-02-21,Freelance Payment,40384.32,NetBanking,ICICI,income,6290.85
2025-01-04,Netflix Subscription,79984.21,UPI,HDFC,expense,3695.04
2025-10-13,Consulting Payment,19398.06,Auto Debit,Kotak,income,2509.18
2024-02-01,Hotel Booking,93221.09,UPI,SBI,expense,4927.93
2024-05-21,Flight Ticket,30483.62,Auto Debit,Axis,expense,1673.18
2025-09-30,Freelance Payment,61571.83,Credit Card,Axis,income,2973.24
2025-02-11,Gym Membership,41664.81,Auto Debit,HDFC,expense,5453.54
2024-01-06,Consulting Payment,33047.19,UPI,Axis,income,2821.83
2025-10-03,Freelance Payment,37417.82,Debit Card,HDFC,income,1977.52
2024-05-06,Flight Ticket,89627.9,Debit Card,HDFC,expense,15860.16
2025-06-02,Grocery Shopping,13406.91,Auto Debit,ICICI,expense,2049.87
2024-02-11,Flight Ticket,4553.87,UPI,Kotak,expense,377.31
2024-05-11,Fuel Payment,22098.85,Auto Debit,HDFC,expense,1202.1
2025-09-04,Grocery Shopping,66648.44,NetBanking,Axis,expense,10099.41
2025-11-08,Mutual Fund Investment,93695.42,Auto Debit,Kotak,expense,10842.58
2024-12-01,Interest Credited,90365.3,Credit Card,Kotak,income,7906.43
2025-06-07,Mutual Fund Investment,82287.92,UPI,ICICI,expense,14718.9
2024-04-20,Amazon Purchase,900.13,UPI,HDFC,expense,57.38
2024-02-21,Hospital Payment,32015.6,Debit Card,HDFC,expense,4522.31
2025-08-10,Movie Ticket,49630.14,UPI,Axis,expense,5594.92
2025-10-04,Restaurant Payment,73907.28,Auto Debit,Axis,expense,13030.27
2024-03-19,Salary Credited,22320.21,Credit Card,Kotak,income,1226.19
2025-06-21,Flight Ticket,82284.18,Credit Card,ICICI,expense,6359.33
2024-09-04,Interest Credited,66201.93,Auto Debit,Axis,income,4292.05
2024-07-29,Amazon Purchase,42507.75,Debit Card,SBI,expense,1873.05
2024-08-31,Hotel Booking,41807.05,UPI,HDFC,expense,2253.52
2024-03-28,Gym Membership,77754.68,Debit Card,Kotak,expense,9427.79
2025-10-02,Movie Ticket,65837.27,Auto Debit,Kotak,expense,4178.87
2025-01-07,Electricity Bill,15685.89,Debit Card,SBI,expense,633.74
2024-03-24,Hospital Payment,4805.97,Credit Card,HDFC,expense,543.14
2025-08-24,Freelance Payment,80521.29,Auto Debit,SBI,income,6174.5
2024-07-05,Electricity Bill,18670.16,Debit Card,Kotak,expense,442.75
2024-01-19,Fuel Payment,47223.94,Debit Card,Axis,expense,3164.41
2025-01-15,Fuel Payment,44225.05,Credit Card,Axis,expense,1315.66
2025-02-01,Flight Ticket,50555.72,UPI,Kotak,expense,1070.24
2024-03-20,Mutual Fund Investment,82617.03,Auto Debit,Axis,expense,6468.4
2024-03-31,Flight Ticket,87105.37,Debit Card,Kotak,expense,5143.36
2024-03-01,Gym Membership,39554.52,NetBanking,Kotak,expense,4744.41
2024-09-05,Movie Ticket,15298.01,NetBanking,Axis,expense,474.45
2024-02-18,Gym Membership,6763.98,NetBanking,ICICI,expense,810.13
2025-05-25,Netflix Subscription,89369.21,NetBanking,SBI,expense,11851.45
2024-12-05,Salary Credited,12328.28,UPI,HDFC,income,1050.9
2024-06-13,Netflix Subscription,43814.65,Credit Card,ICICI,expense,7540.45
2024-06-06,Netflix Subscription,5364.2,UPI,SBI,expense,742.85
2024-01-17,Consulting Payment,82685.98,Auto Debit,Axis,income,6002.16
2024-06-09,Mutual Fund Investment,29555.28,Credit Card,Axis,expense,3192.78
2025-02-26,Movie Ticket,35746.82,Debit Card,ICICI,expense,5528.43
2024-12-11,Mutual Fund Investment,72113.02,NetBanking,Kotak,expense,5646.37
2024-09-17,Hotel Booking,43006.42,NetBanking,ICICI,expense,3393.09
2025-09-22,Hospital Payment,40766.17,NetBanking,Kotak,expense,2049.4
2024-05-08,Gym Membership,35524.14,NetBanking,ICICI,expense,1268.64
2024-05-28,Fuel Payment,32819.39,NetBanking,Kotak,expense,2408.56
2025-01-30,Gym Membership,60663.75,UPI,SBI,expense,1737.29
2025-07-17,Fuel Payment,45582.48,Debit Card,Axis,expense,2694.97
2024-02-04,Salary Credited,36613.26,Debit Card,Kotak,income,1232.22
2024-10-05,Mutual Fund Investment,27375.44,UPI,Axis,expense,2651.12
2024-08-30,Salary Credited,62063.31,NetBanking,ICICI,income,3637.3
2024-08-20,Salary Credited,86144.33,Credit Card,Kotak,income,13052.73
2025-11-21,Amazon Purchase,10467.48,NetBanking,ICICI,expense,500.41
2025-05-25,Flight Ticket,47127.94,UPI,Kotak,expense,5744.0
2025-06-12,Netflix Subscription,76509.2,Credit Card,Kotak,expense,13233.95
2025-08-31,Hospital Payment,44328.49,Credit Card,Kotak,expense,2527.64
2025-03-11,Electricity Bill,88858.86,NetBanking,ICICI,expense,13416.89
2024-01-26,Hospital Payment,25301.38,NetBanking,ICICI,expense,3328.49
2024-11-05,Amazon Purchase,95978.56,UPI,HDFC,expense,13084.33
2025-03-02,Consulting Payment,37267.23,Auto Debit,SBI,income,2054.0
2024-08-29,Gym Membership,45466.48,UPI,Kotak,expense,7119.72
2025-03-11,Amazon Purchase,29663.87,Credit Card,ICICI,expense,4296.01
2025-02-21,Gym Membership,94188.03,UPI,Kotak,expense,13759.83
2025-02-04,Gym Membership,25654.44,Auto Debit,SBI,expense,3213.66
2024-01-05,Salary Credited,49024.43,Auto Debit,ICICI,income,2887.44
2025-08-19,Interest Credited,86130.21,Auto Debit,Axis,income,12527.16
2025-01-12,Fuel Payment,14653.58,Debit Card,Kotak,expense,680.19
2025-08-19,Hotel Booking,37482.76,Credit Card,SBI,expense,3926.27
2025-03-23,Consulting Payment,37257.53,Auto Debit,HDFC,income,755.14
2024-12-01,Hospital Payment,47085.29,UPI,Axis,expense,7582.6
2025-04-07,Restaurant Payment,35130.37,Auto Debit,Axis,expense,3285.43
2024-01-12,Gym Membership,32568.96,Credit Card,SBI,expense,1418.13
2024-02-21,Gym Membership,9772.54,Auto Debit,HDFC,expense,411.33
2025-02-07,Mutual Fund Investment,6146.24,Credit Card,SBI,expense,819.1
2024-10-18,Netflix Subscription,15371.59,UPI,ICICI,expense,1374.03
2025-10-17,Hotel Booking,39723.77,Credit Card,ICICI,expense,6605.48
2025-10-31,Gym Membership,13147.56,UPI,Axis,expense,966.14
2024-10-31,Mutual Fund Investment,63932.19,Credit Card,Axis,expense,6777.63
2024-03-26,Fuel Payment,87179.96,Auto Debit,Axis,expense,13343.19
2024-03-15,Electricity Bill,74927.87,NetBanking,SBI,expense,6750.21
2024-07-23,Salary Credited,20788.28,Debit Card,ICICI,income,1322.81
2025-09-13,Salary Credited,54108.85,Debit Card,Axis,income,3289.29
2025-04-22,Fuel Payment,92987.83,NetBanking,Axis,expense,10940.38
2024-09-25,Interest Credited,79157.75,NetBanking,SBI,income,7071.33
2025-06-24,Amazon Purchase,50290.75,Debit Card,SBI,expense,1393.38
2024-01-27,Restaurant Payment,73153.74,Auto Debit,ICICI,expense,11063.74
2025-07-03,Electricity Bill,95716.57,Debit Card,Axis,expense,12206.1
2025-04-07,Flight Ticket,31461.96,Credit Card,HDFC,expense,4216.09
2024-04-30,Gym Membership,84602.79,Auto Debit,SBI,expense,3907.51
2025-02-19,Hospital Payment,98996.19,UPI,HDFC,expense,7595.01
2025-08-31,Freelance Payment,37772.09,NetBanking,HDFC,income,5469.85
2025-04-02,Netflix Subscription,24734.49,Credit Card,Kotak,expense,4246.03
2024-11-10,Fuel Payment,86206.87,Auto Debit,Axis,expense,2427.97
2025-11-11,Flight Ticket,6806.29,UPI,Axis,expense,610.73
2024-01-30,Grocery Shopping,64791.48,Debit Card,ICICI,expense,9988.79
2024-02-12,Electricity Bill,63178.08,UPI,SBI,expense,7171.5
2024-05-01,Hospital Payment,46986.85,UPI,Kotak,expense,2573.2
2025-04-22,Netflix Subscription,82527.75,Debit Card,ICICI,expense,12745.92
2025-03-03,Hospital Payment,15326.66,UPI,Kotak,expense,1505.17
2024-01-22,Flight Ticket,73843.26,Debit Card,HDFC,expense,6427.76
2025-04-30,Amazon Purchase,4189.05,NetBanking,SBI,expense,152.67
2025-01-16,Hotel Booking,13929.03,Debit Card,SBI,expense,1502.19
2024-06-07,Grocery Shopping,98699.62,Auto Debit,SBI,expense,4975.15
2025-05-29,Flight Ticket,57903.85,UPI,Kotak,expense,9108.91
2025-02-17,Hotel Booking,66856.32,Credit Card,Kotak,expense,3553.62
2025-06-18,Hotel Booking,51409.14,Credit Card,SBI,expense,8033.12
2025-06-24,Consulting Payment,9739.36,Debit Card,SBI,income,240.06
2025-02-05,Movie Ticket,28822.13,NetBanking,SBI,expense,4697.38
2025-03-13,Salary Credited,38024.21,Credit Card,HDFC,income,6507.56
2024-05-30,Netflix Subscription,21407.41,Credit Card,Axis,expense,1906.47
2025-06-14,Freelance Payment,1340.22,Credit Card,HDFC,income,133.69
2025-05-18,Restaurant Payment,59684.22,Debit Card,ICICI,expense,9246.07
2024-02-11,Interest Credited,74173.9,Debit Card,SBI,income,7781.95
2024-04-18,Freelance Payment,67249.48,Credit Card,SBI,income,9906.0
2025-05-10,Mutual Fund Investment,52815.87,Auto Debit,Axis,expense,9177.91
2025-08-28,Restaurant Payment,83100.43,UPI,ICICI,expense,12590.06
2025-08-09,Movie Ticket,28801.39,Debit Card,SBI,expense,2259.22
2025-04-29,Hotel Booking,70491.24,Credit Card,SBI,expense,9424.96
2024-01-25,Netflix Subscription,17206.67,NetBanking,Axis,expense,379.04
2025-10-28,Hotel Booking,75192.81,Auto Debit,SBI,expense,8516.24
2024-04-19,Consulting Payment,59080.4,Credit Card,HDFC,income,8840.6
2025-02-19,Electricity Bill,52027.6,UPI,ICICI,expense,2249.18
2024-07-08,Hospital Payment,85857.29,Debit Card,HDFC,expense,2367.58
2025-04-22,Gym Membership,3223.27,UPI,Kotak,expense,342.76
2025-08-28,Restaurant Payment,7803.79,UPI,SBI,expense,300.31
2024-02-20,Gym Membership,66572.93,UPI,Axis,expense,9087.62
2024-08-08,Salary Credited,6052.82,NetBanking,ICICI,income,950.06
2024-11-03,Mutual Fund Investment,79917.13,Debit Card,ICICI,expense,8889.42
2025-04-02,Amazon Purchase,85892.46,Auto Debit,SBI,expense,9949.82
2025-10-08,Amazon Purchase,67097.43,Credit Card,HDFC,expense,2825.74
2025-06-15,Fuel Payment,93628.4,UPI,Kotak,expense,14537.24
2025-02-03,Netflix Subscription,44824.3,Debit Card,Axis,expense,3467.04
2025-08-31,Freelance Payment,15897.25,Debit Card,ICICI,income,872.7
2025-05-07,Restaurant Payment,83648.03,UPI,HDFC,expense,8901.98
2024-07-02,Amazon Purchase,21962.05,Debit Card,Axis,expense,2945.57
2025-02-07,Restaurant Payment,81489.76,UPI,SBI,expense,5624.51
2024-08-26,Grocery Shopping,48403.78,Debit Card,ICICI,expense,5935.62
2024-01-17,Amazon Purchase,69879.03,Credit Card,Axis,expense,9859.78
2025-02-03,Salary Credited,78846.85,Credit Card,Axis,income,7718.62
2025-06-16,Fuel Payment,90259.06,Auto Debit,SBI,expense,12457.24
2025-01-27,Electricity Bill,35717.63,Auto Debit,ICICI,expense,2080.75
2024-09-19,Mutual Fund Investment,85111.42,Debit Card,Axis,expense,10086.49
2025-10-09,Gym Membership,8613.07,UPI,ICICI,expense,934.0
2025-02-12,Grocery Shopping,10913.36,Credit Card,ICICI,expense,676.33
2024-07-06,Hospital Payment,77829.79,NetBanking,Axis,expense,9032.09
2025-02-27,Amazon Purchase,28078.65,Auto Debit,SBI,expense,4002.35
2024-04-13,Netflix Subscription,65541.61,Credit Card,ICICI,expense,5490.75
2024-01-01,Electricity Bill,79070.27,Credit Card,Kotak,expense,2840.54
2024-10-27,Grocery Shopping,17000.0,NetBanking,Axis,expense,2587.99
2025-02-06,Salary Credited,90241.34,NetBanking,Kotak,income,1899.47
2025-11-30,Restaurant Payment,5584.16,Credit Card,HDFC,expense,816.65
2024-06-18,Salary Credited,18762.54,NetBanking,SBI,income,3291.0
2024-06-13,Restaurant Payment,35886.44,Auto Debit,HDFC,expense,899.17
2024-08-30,Flight Ticket,66946.77,Auto Debit,ICICI,expense,1539.98
2024-06-05,Movie Ticket,2627.28,Credit Card,ICICI,expense,424.18
2024-08-10,Movie Ticket,17862.72,Debit Card,Axis,expense,2037.81
2024-06-17,Gym Membership,65220.73,NetBanking,Kotak,expense,10329.22
2025-01-11,Salary Credited,92561.76,UPI,HDFC,income,2688.43
2025-07-19,Gym Membership,74662.08,NetBanking,Kotak,expense,10147.0
2025-03-23,Salary Credited,63243.83,Debit Card,SBI,income,6401.94
2024-03-14,Interest Credited,93205.01,Credit Card,Axis,income,3347.12
2024-07-07,Flight Ticket,12731.63,Debit Card,SBI,expense,1031.19
2025-08-30,Hotel Booking,18208.57,UPI,ICICI,expense,1113.58
2025-10-15,Restaurant Payment,94571.49,NetBanking,ICICI,expense,12196.56
2024-12-07,Salary Credited,47714.99,Auto Debit,Axis,income,5026.96
2024-06-13,Salary Credited,62297.82,Debit Card,Kotak,income,5487.03
2025-02-28,Freelance Payment,74311.24,NetBanking,SBI,income,10093.73
2025-11-27,Freelance Payment,53438.2,Auto Debit,SBI,income,4074.09
2025-02-06,Amazon Purchase,86473.36,UPI,SBI,expense,15335.19
2025-09-05,Hospital Payment,27484.72,Credit Card,Kotak,expense,2735.81
2024-02-05,Netflix Subscription,47600.79,Auto Debit,HDFC,expense,2617.34
2024-07-09,Flight Ticket,22866.12,Auto Debit,SBI,expense,3074.11
2024-11-27,Amazon Purchase,39335.75,Credit Card,Axis,expense,1811.82
2024-01-18,Flight Ticket,65727.31,Debit Card,Axis,expense,4093.06
2024-09-14,Restaurant Payment,44083.16,UPI,Kotak,expense,7453.77
2024-09-25,Salary Credited,29202.73,UPI,Axis,income,1610.11
2024-09-25,Restaurant Payment,3817.76,Credit Card,Kotak,expense,574.11
2024-03-01,Fuel Payment,62145.58,Debit Card,Kotak,expense,2546.45
2024-07-05,Freelance Payment,54837.88,Auto Debit,Kotak,income,9075.77
2025-09-26,Grocery Shopping,20383.62,Credit Card,ICICI,expense,2713.25
2025-07-05,Gym Membership,68288.4,UPI,ICICI,expense,8298.71
2025-11-25,Hotel Booking,50066.65,NetBanking,Kotak,expense,3621.82
2025-05-22,Freelance Payment,9110.98,Auto Debit,ICICI,income,941.19
2024-04-01,Hospital Payment,20634.02,UPI,HDFC,expense,2385.98
2025-09-02,Netflix Subscription,38511.89,NetBanking,SBI,expense,6041.33
2025-02-17,Grocery Shopping,79835.89,Credit Card,Kotak,expense,3674.63
2025-04-25,Amazon Purchase,13148.33,UPI,Axis,expense,871.37
2024-01-27,Netflix Subscription,22207.18,Debit Card,Axis,expense,3248.19
2024-10-16,Electricity Bill,29967.32,Debit Card,ICICI,expense,3407.32
2024-08-27,Freelance Payment,42815.79,Credit Card,ICICI,income,6743.7
2024-07-26,Amazon Purchase,51980.46,UPI,Kotak,expense,5503.61
2025-08-20,Movie Ticket,97913.63,Credit Card,HDFC,expense,14052.93
2024-04-11,Freelance Payment,9224.65,UPI,SBI,income,426.08
2025-02-27,Interest Credited,7891.12,Debit Card,Axis,income,1100.0
2024-12-03,Freelance Payment,38727.62,UPI,ICICI,income,6154.74
2024-11-15,Movie Ticket,9572.33,Credit Card,SBI,expense,614.21
2025-05-11,Restaurant Payment,29850.81,NetBanking,HDFC,expense,2590.97
2024-07-26,Grocery Shopping,24939.89,Debit Card,SBI,expense,2029.83
2025-05-20,Flight Ticket,24695.73,Credit Card,Kotak,expense,571.94
2024-04-02,Electricity Bill,85437.66,UPI,SBI,expense,11486.02
2025-05-02,Hotel Booking,8628.35,UPI,Kotak,expense,245.96
2025-11-17,Electricity Bill,68884.39,NetBanking,Kotak,expense,9453.54
2024-01-11,Flight Ticket,74830.05,UPI,Axis,expense,6721.86
2024-09-04,Hospital Payment,15183.95,UPI,ICICI,expense,1440.73
2025-09-13,Electricity Bill,39708.88,Debit Card,Axis,expense,4648.88
2024-09-09,Salary Credited,7414.91,Auto Debit,Kotak,income,1331.47
2025-01-11,Mutual Fund Investment,50986.74,Auto Debit,Kotak,expense,8913.14
2024-09-07,Hospital Payment,44400.57,Credit Card,Axis,expense,7358.55
2024-10-03,Mutual Fund Investment,28584.91,Credit Card,Axis,expense,3187.03
2025-03-04,Grocery Shopping,56267.27,Auto Debit,SBI,expense,1858.1
2024-11-22,Electricity Bill,33429.45,Credit Card,HDFC,expense,2261.36
2024-04-15,Hotel Booking,25747.56,NetBanking,SBI,expense,2932.28
2025-05-10,Restaurant Payment,73948.8,UPI,ICICI,expense,3239.11
2025-05-06,Interest Credited,53841.81,Auto Debit,Kotak,income,9370.98
2024-02-28,Hospital Payment,23817.64,Credit Card,Kotak,expense,2820.1
2024-04-09,Flight Ticket,7578.55,UPI,HDFC,expense,981.67
2024-09-10,Consulting Payment,95804.12,Debit Card,ICICI,income,6456.64
2025-10-24,Mutual Fund Investment,49525.28,Credit Card,ICICI,expense,5109.25
2025-04-14,Amazon Purchase,28879.06,Auto Debit,SBI,expense,3033.94
2025-07-07,Interest Credited,3063.48,Credit Card,HDFC,income,529.4
2024-07-27,Hotel Booking,39951.37,Credit Card,HDFC,expense,1718.66
2025-11-09,Consulting Payment,84176.8,UPI,Kotak,income,9378.25
2025-10-13,Hotel Booking,69835.61,Credit Card,Axis,expense,1768.69
2025-04-19,Hotel Booking,97190.18,Credit Card,Axis,expense,14314.31
2024-09-01,Amazon Purchase,38546.97,UPI,Axis,expense,5090.36
2025-08-22,Salary Credited,99646.74,Debit Card,Kotak,income,3374.47
2025-09-27,Hospital Payment,59453.11,Auto Debit,Kotak,expense,5862.47
2025-02-19,Netflix Subscription,25675.31,Credit Card,Axis,expense,4369.73
2025-01-18,Restaurant Payment,56590.88,Credit Card,ICICI,expense,6165.36
2024-08-01,Flight Ticket,17140.94,UPI,HDFC,expense,2506.33
2024-08-15,Netflix Subscription,64562.86,Auto Debit,ICICI,expense,2740.16
2025-02-26,Amazon Purchase,19612.59,Credit Card,Axis,expense,904.23
2025-05-20,Salary Credited,12929.13,Debit Card,ICICI,income,1582.31
2025-05-03,Restaurant Payment,86872.1,UPI,ICICI,expense,5355.83
2024-05-10,Grocery Shopping,49358.66,UPI,ICICI,expense,5064.68
2024-01-24,Mutual Fund Investment,36879.21,Credit Card,Kotak,expense,1437.08
2024-04-30,Hospital Payment,93537.37,Credit Card,ICICI,expense,11556.62
2025-05-19,Salary Credited,4519.28,Debit Card,Kotak,income,208.79
2024-03-02,Netflix Subscription,95849.99,UPI,ICICI,expense,17080.98
2024-05-12,Movie Ticket,43729.15,NetBanking,HDFC,expense,2025.87
2024-08-07,Freelance Payment,90125.69,Auto Debit,HDFC,income,14184.68
2024-10-03,Mutual Fund Investment,5703.45,Credit Card,Axis,expense,398.67
2025-09-20,Freelance Payment,49116.99,Debit Card,HDFC,income,5949.22
2024-07-17,Salary Credited,30638.86,NetBanking,HDFC,income,2136.13
2025-11-19,Consulting Payment,1641.66,NetBanking,Axis,income,40.17
2024-09-30,Hotel Booking,85882.21,Credit Card,ICICI,expense,8957.45
2025-09-13,Amazon Purchase,19074.32,Auto Debit,HDFC,expense,835.56
2024-01-26,Consulting Payment,54540.43,Auto Debit,Kotak,income,4179.27
2025-11-20,Consulting Payment,82326.79,Debit Card,HDFC,income,14244.97
2024-07-01,Hotel Booking,92121.1,UPI,ICICI,expense,3002.53
2025-07-08,Gym Membership,90031.76,Debit Card,SBI,expense,4372.0
2024-02-15,Movie Ticket,91751.45,Credit Card,SBI,expense,8935.39
2025-05-02,Mutual Fund Investment,56829.58,Credit Card,ICICI,expense,9592.5
2025-09-24,Restaurant Payment,50891.48,Debit Card,Kotak,expense,7479.32
2024-04-25,Amazon Purchase,24884.46,Debit Card,Axis,expense,926.57
2025-07-06,Movie Ticket,65433.68,Debit Card,HDFC,expense,8326.89
2025-02-22,Interest Credited,91869.89,UPI,Kotak,income,14995.86
2025-06-25,Hospital Payment,49179.52,Auto Debit,ICICI,expense,5217.35
2024-10-08,Gym Membership,44283.42,Auto Debit,HDFC,expense,4792.77
2025-10-27,Flight Ticket,90081.67,Debit Card,HDFC,expense,10104.62
2024-11-29,Consulting Payment,24684.71,NetBanking,HDFC,income,1511.44
2025-03-22,Consulting Payment,7893.81,Auto Debit,HDFC,income,1379.61
2025-06-10,Salary Credited,49708.02,Auto Debit,ICICI,income,2950.89
2025-03-15,Netflix Subscription,62996.53,NetBanking,Axis,expense,5167.32
2024-11-01,Gym Membership,44727.57,UPI,ICICI,expense,1896.88
2025-02-03,Netflix Subscription,57823.38,Debit Card,Kotak,expense,6560.85
2024-05-02,Consulting Payment,51573.48,Auto Debit,HDFC,income,8724.14
2025-03-07,Freelance Payment,20697.88,Debit Card,HDFC,income,1808.17
2024-03-06,Restaurant Payment,53738.37,Credit Card,Axis,expense,7346.58
2024-06-23,Fuel Payment,31063.78,UPI,Axis,expense,2469.92
2024-01-25,Electricity Bill,27494.04,Debit Card,Axis,expense,4015.11
2024-11-02,Restaurant Payment,41678.95,UPI,Kotak,expense,2587.66
2024-06-24,Flight Ticket,93664.69,Auto Debit,Axis,expense,8292.27
2024-02-20,Salary Credited,20364.18,NetBanking,Axis,income,460.0
2025-05-14,Hotel Booking,32239.48,Debit Card,SBI,expense,1933.86
2024-02-09,Interest Credited,19373.45,Credit Card,Axis,income,1292.89
2025-03-17,Netflix Subscription,89966.86,Auto Debit,Kotak,expense,10790.09
2024-01-02,Electricity Bill,4242.35,Auto Debit,Kotak,expense,752.67
2024-02-04,Restaurant Payment,40589.58,Debit Card,Kotak,expense,6661.17
2024-06-26,Freelance Payment,67719.74,NetBanking,ICICI,income,1442.13
2025-05-17,Fuel Payment,19832.4,Auto Debit,Axis,expense,3441.16
2024-06-15,Consulting Payment,56594.76,NetBanking,ICICI,income,2508.61
2024-04-21,Gym Membership,73005.65,Auto Debit,SBI,expense,11272.69
2025-01-23,Restaurant Payment,9218.26,NetBanking,Axis,expense,394.31
2025-10-26,Salary Credited,69073.83,Credit Card,ICICI,income,4985.38
2024-06-20,Hospital Payment,38146.46,UPI,ICICI,expense,3201.53
2024-09-29,Fuel Payment,13229.09,UPI,HDFC,expense,396.3
2025-07-23,Gym Membership,26089.66,Debit Card,ICICI,expense,3870.05
2025-11-10,Hotel Booking,39796.27,UPI,HDFC,expense,5241.11
2024-11-24,Amazon Purchase,72202.77,Credit Card,Kotak,expense,7946.54
2025-03-25,Amazon Purchase,32957.13,UPI,SBI,expense,4392.84
2024-10-29,Salary Credited,82091.11,NetBanking,SBI,income,2198.09
2024-01-15,Restaurant Payment,42898.53,Credit Card,Axis,expense,5085.28
2025-04-03,Interest Credited,54458.12,NetBanking,ICICI,income,3702.93
2025-03-23,Hospital Payment,51249.33,Auto Debit,Axis,expense,4836.53
2024-08-08,Fuel Payment,11817.71,Credit Card,Kotak,expense,949.66
2025-08-15,Hotel Booking,26247.88,NetBanking,Axis,expense,1891.43
2024-12-16,Hotel Booking,4158.94,NetBanking,Kotak,expense,554.19
2024-11-27,Mutual Fund Investment,59944.83,Auto Debit,HDFC,expense,7170.18
2024-05-24,Hotel Booking,73178.76,Auto Debit,HDFC,expense,5695.83
2025-04-16,Salary Credited,26511.87,Debit Card,SBI,income,1865.13
2024-01-16,Amazon Purchase,12960.63,NetBanking,SBI,expense,2328.03
2025-04-30,Consulting Payment,52371.57,Credit Card,HDFC,income,4006.5
2024-11-16,Restaurant Payment,77977.0,Auto Debit,Axis,expense,11250.8
2024-10-05,Amazon Purchase,10112.15,NetBanking,HDFC,expense,830.12
2024-01-16,Hotel Booking,66018.12,Auto Debit,Axis,expense,6638.51
2025-09-12,Flight Ticket,42963.33,UPI,Kotak,expense,2552.79
2025-04-15,Gym Membership,70198.97,UPI,Axis,expense,6798.03
2025-11-01,Hotel Booking,17502.84,Auto Debit,SBI,expense,2096.33
2024-12-19,Mutual Fund Investment,26354.77,NetBanking,Kotak,expense,4703.72
2025-03-05,Restaurant Payment,11151.59,Auto Debit,SBI,expense,1934.01
2024-05-03,Interest Credited,2303.42,Debit Card,SBI,income,226.77
2024-11-08,Fuel Payment,98407.41,Credit Card,SBI,expense,15089.06
2024-11-11,Freelance Payment,46426.49,UPI,HDFC,income,1840.79
2024-03-05,Amazon Purchase,84357.73,NetBanking,Axis,expense,14888.36
2025-04-20,Salary Credited,78883.59,UPI,HDFC,income,7170.59
2024-06-13,Hotel Booking,30139.7,UPI,HDFC,expense,4052.17
2025-02-18,Freelance Payment,46913.87,UPI,Axis,income,3588.04
2025-01-20,Amazon Purchase,25958.1,Debit Card,SBI,expense,1370.22
2025-06-10,Mutual Fund Investment,86496.43,Auto Debit,Axis,expense,12253.54
2024-12-27,Movie Ticket,28966.13,Auto Debit,Kotak,expense,4296.61
2025-04-01,Grocery Shopping,81706.71,Auto Debit,SBI,expense,5583.93
2025-10-03,Freelance Payment,98079.87,UPI,HDFC,income,6215.26
2024-08-12,Fuel Payment,50754.41,UPI,Axis,expense,1416.63
2025-06-01,Freelance Payment,14147.3,Debit Card,SBI,income,2252.74
2024-04-04,Consulting Payment,28135.34,Auto Debit,SBI,income,958.03
2025-07-20,Hotel Booking,67258.05,Auto Debit,Axis,expense,7092.45
2024-11-18,Gym Membership,64049.52,UPI,SBI,expense,7060.44
2024-01-05,Restaurant Payment,748.92,Auto Debit,Kotak,expense,113.56
2024-10-06,Restaurant Payment,40555.16,Credit Card,ICICI,expense,5311.57
2025-06-03,Interest Credited,97456.09,Credit Card,Axis,income,7834.48
2024-12-21,Electricity Bill,56457.37,Debit Card,SBI,expense,7176.13
2024-06-14,Mutual Fund Investment,66434.02,Auto Debit,Axis,expense,1342.21
2024-09-08,Amazon Purchase,25774.43,NetBanking,SBI,expense,3262.84
2025-08-13,Hotel Booking,61127.84,Credit Card,Kotak,expense,3922.92
2025-01-02,Electricity Bill,6837.9,Debit Card,HDFC,expense,438.5
2025-03-12,Electricity Bill,9491.86,UPI,SBI,expense,1091.21
